text,label
میدان جوانان سابق واسه من کنار اون روند اصلی فیلم یه حال خیلی شخصی داشت. هی یادم میومد که ای وای سر این جشن خاتمی کجا بودم سر دادگاهای کرباسچی چقدر بحث میکردیم. روزی که حجاریان ترورشد و خبرای ترسناک میپیچید. کلی ازتیترها رو حتی یادم بود. و دلتنگی دوستایی که برای همیشه رفتن.,SAD
"فکر کنم این صدمین توییتیه که با این شکل دارم تو این ۲ ۳ روز میبینم
واقعا اینقدر اعتماد به نفس ندارین که همش میخواین ببینین از دید دیگران چطور به نظر میاین؟
موضوع  شخصی هم نیستا
کاملا اجتماعیه www.link.com",HATE
ای هفت سالگی ای لحظههای شگفت عزیمت بعد از تو هرچه رفت، در انبوهی از جنون و جهالت رفت بعد از تو پنجره که رابطهای بود سخت زنده و روشن میان ما و پرنده میان ما و نسیم شکست شکست شکست …,SAD
یکساله سیگارو ترک کردم، الان گاهی که اعصابم خورد میشه به خودم میگم بذار دوباره سیگاری شم، ولی وقتی قیمتاشو میبینم میگم تو گوه میخوری بخوای دوباره سیگاری بشی. بعد بجاش سعی میکنم با یه روش ارزونتر به سلامتیم ضرر بزنم، مثلا با دست کثیف غذا میخورم یا مثلا مستقیم نگاه میکنم به خورشید,ANGRY
بساط براندازیتو جمع کردن برو کنار دست اذناب منتظری در اعتلای آمریکا توییت بزن..عزیزوم,ANGRY
امشب همه ما ایرانیان کُرد هستیم #IraniansStandWithRojava,SAD
" پنجم مرداد سال ۶۵ یادآور یکی از تلخ روزهای تاریخ جنگ در اراک...

بمباران وحشیانه کارخانجات بزرگ من جمله #هپکو
حالا دو تا عک…",ANGRY
" از هیات رئیسه محترم #مجلس خصوصا‌‌‌ً ریاست مجلس، بابت اعتماد به اینجانب کمال تشکر را دارم. 
روسای حقیقی مرکزپژوهشها، نخبگان حو…",HATE
"@username @username دو نفرو بیرون جور میکنه عکس سوالا رو میفرسته جواب بدن براش 
باندای خفن تقلب هم هست که اصن عکاس دارت خودشون و تیم تخصصی کلیدزن با چند میلیون درصد بالای ۹۰ میدن
#سازمان_سنجش_مردود_شد",OTHER
پوشش مناسب برای زمانی که میخوای بری پارکینگ پروانه ,OTHER
"((در مورد دانش اموزان هیچ ریسکی نمیکنیم))
همرو از دم تیغ کرونا میگذرونیم!! 
#لغو_امتحانات_نهایی_حضوری 
#کمپین_سلامت_دانش_آموزی",HATE
معلومه بدجور صابون اسلام سیاسی به بدنتون خورده ,OTHER
انقلابی که از اساس با دروغ به همه احزاب پایه گذاری شد و وعده آب و برق و اتوبوس مجانی به عوام داد هرگز حائز ارزشی نبوده و نیست کسی که در عمل کارنامه ای قابل دفاع ندارد وصیت‌نامه‌اش هم فاقد اعتبار است,SAD
بله حتما اینکارو انجام بدین ولی ن بلند بالاها کوتاه و مختصر,SURPRISE
به مامانم ميگم چرا الان اجازه ميدي اينقدر خواهرم راحت بره بيرون با دوستاش ،چرا اون موقع اينقدر به من گير ميدادي،اجازه نميدادي.خيلي قشنگ گفت:اخه تو منفي بودي ،روداربودي.اين بچه خيلي مثبته!چيكار كردم مگه اخه مادر من؟:|,HATE
زمانی بود که احساس میکردم نباید هیچکس رو ناراحت کنم و اگر کسی هم ناراحتم کرد باید تحمل کنم الان فکر میکنم مجبور نیستم کسی که ناراحتم میکنه رو تحمل کنم، باید از زندگیم حذف شه اما راستش نمیدونم کدوم واقعاً درست تره...,SAD
۳:۴۲ بامداد چه میکنم؟ چرا؟ چمیدانم ,FEAR
هم راست بود هم چپ بهت سلام‌ رسوندن ,OTHER
برای داشتن احساس امنیت بجای ترس از دیدن پلیس! #IraniansWantRegimeChange,FEAR
فوری| وزارت بهداشت ایران: مجموع بیماران کووید۱۹ در کشور به ۳۲۸ هزار و ۸۴۴ نفر رسید. www.link.com,FEAR
با اکانت همسرم پیغام میدم،خیلی زیباست من تو شگفت انگیز خریدم و دوسش دارم.,HAPPY
"فرصت طلایی نوروز و #قرنطینه بی درد سر را براحتی از دست دادید که برجام حفظ شود ولی پاسخ امریکا وارانه بود 
نوبت ما مردم است که فریاد بزنیم هوشیاریم و خواهان #تعطیلی_تا_پایان_کرونا هستیم تا این شر این ویروس زودتر از سرمان کنده شود",OTHER
اصلا در حد انتظار نبود بیشتر کار راندازه تا یه هندزفری که ازش لذت ببری ، صدای بم اصلا نداره و تو موسیقی هیچ حسی نداری! و کیفیت سیمش شدیدا ضعیفه!,SAD
يه چيزي هست بهش ميگن سرخ كن بدون روغن،من. كه نديدم ولي رفيقاي متاهلم ميگفتن خيلي ترسناكه ,FEAR
یچه‌ها همون‌طور که از توییتاتون برمیاد، گویا خانه‌نشینی عقل همه‌تون رو زایل کرده.,OTHER
عجب حکایتی!  ,SURPRISE
خدا خیرت نده تو این عاح و انداختی دهن این بچه وگرنه اون اصلا اهل این تل بازیا نبود ,ANGRY
@username لعنتي تو كه رفيق نيستي تو داداشمي اينجوري پات وايسادم,OTHER
یاران چه غریبانه رفتند از این خانه روحشان شاد و یادشان گرامی خداوند متعال به خانواده‌های بزرگوارشان سلامت، صبر و طاقت عطا فرماید.,SAD
علت تفاوت سطح پیشرفت و موفقیت ایران و ژاپن تو همین عکس خلاصه میشه. یکی دنبال تلاش کردن با تمام وجود، یکی هم دنبال گیر آوردن بهونه برای تلاش نکردن و انداختن تقصیر گردن دیگران. این عکس هم رفت جزو لحظات خاطره انگیز و دراماتیک ما ایرانیا. سال ها این عکس رو خواهیم دید و خواهیم سوخت...,SAD
درسته همرزمم،ولی ایا ما همچین ادمایی رو از کجا پیدا کنیم،دقیقا یک هکر اندازه ی یک ارتش قدرت داره،ولی ایا میشه هکری رو پیدا کرد که با مردم انقلابی همکاری کنه،ما نمیتونیم کارو به شانس واگذار کنیم،اگر از ایده الها هر بزنیم،ای کاش من یه ستون ده هزار نفری داشتم،تا پوست اخوند و بکنم.,HATE
هر اتاقی میری صحبت همه همکارا بحث دلار و چی میشه و فلان چیز پیدا نمیشه و بدبخت شدیم و عجب حماقتی کردیم نرفتیم و...! و من خوشحال ازینکه غروب میریم یه عالمه گلدون بخرم,HAPPY
پس چی، حرف دلم بود! برا شما نبود؟ ,SURPRISE
ترم اول کارشناسی من بودم۱یاسوجی و۱تهرونی و۱پاوه‌ای و۱خویی مادر برام نون خشکه گذاشته بود تو عصرونه من همش با ولع نون خشکه با ماست و پنیر میخوردم هرچی تعارف میزدم کسی نمیخورد تا بعد۳ماه یکیشون خورد گفت چه خوشمزس ما تا حالا نمیخوردیم چون فک کردیم اینا نونای ته سفرس   من   دوستان ,SURPRISE
این خبرنگارای دوزاری جیره خور و یه سری نهاد و سازمان دیگه دارن آماری رو منتشر میکنن که بر اساسش سهم آلایندگی خودروهای شخصی (شما بخونید کیفیت بنزین) توی آلودگی هوا 1 درصده! خب اگه 1درصده چرا طرح زوج و فرد؟ چرا تعطیلی مدارس؟ بذا همه بیان تو خیابون دیگه!,HATE
تیم اقتصادی دولت بطور عجیبی قبل از تصمیمهای درست هنگمیکند اما تصمیمهای اشتباه (مثل توزیع دلار۴۲۰۰تومانی یا اخلال در صادرات) را فوری میگیرند! اگر جنگ اقتصادی واقعیت دارد، هیچ بعیدنیست با فناوریهای شناختی(cognitve) بر تصمیمهای مسئولان اقتصادی ما اثرمیگذارند,SURPRISE
"من منتقد اول آقای روحانی هستم.

ولی عقیده دارم اینکه او دیگر قصد ندارد قرنطینه پلیسی را اجرا کند یا اینکه زیر بار بهانه‌های بی‌مبنا برای عدم برگزاری #کنکور نرفت؛ تماما در راستای ""عقلانیت حکومتی"" است.

باید یاد بگیریم با #کرونا زندگی کنیم

#قالیباف هم اشتباه کرد وارد این مسئله شد!",OTHER
من دوستت دارم شبیه هیچکس!! یک جور خاص!! جوری که نه خودم میدانم و نه تو میدانی اما... آنقدر زیاد که انگار در من کسی غیر از خودم با تمام تو زندگی میکند. #آرمان_تمسکنی,HAPPY
"با خودرو سازی که میگه در قرارداد بنویسم دلار ۱۱۵۰۰۰ چه کنیم ؟ تازه تحویل کالا سه ماه دیگست و دو ماه بعد از ان پول پرداخت میکند !
و می گوید همین که هست ! www.link.com",ANGRY
به نظرم اگر ایران بخواد در تلافی کسی رو ترور کنه (که حق هم داره) باید جَرِد کوشنر رو ترور کنیم.,SAD
سلام به تمام مردم داغون وخسته ایران دیشب باز دوستان جمع شدن و برا خرید یه مسواکرفتیم سیتی سنتراصفهان توراه کلی رقصیدیم واهنگای بندری شاد و... چیزی که واقعا باعث تعجبم اینکه مردم وقتی شادی و رقص مارو میدیدن انگار یه سری مجنون دیدن همه قیافه هاداغون خسته اخماتو هم باباشادباشید,SURPRISE
من که دارم روزشماری میکنم واسه روزهای قشنگ و بهشتی پاییز,OTHER
" 🔴آکو علیپور برادر هوشمند علیپور زندانی سیاسی کرد محکوم بە اعدام در ویدیویی  می گوید  کە حکم اعدام برادرش لغو شدە است. 
طبعا…",OTHER
وضع همه همینه. ولی خیلی خوشحال نباش. این وضع تا ابد ادامه نداره. ,ANGRY
 بعد از شارژ اولیه دو ساعت باهاش کار کردم سه بار وسط دانلود و اجرای برنامه ها خاموش روشن شد!!!دردآور اینه که ترکیه نسبت به جنایات اخیر #اسرائیل واکنش نشون داد اما مسئولان جمهوری اسلامی که مثلاً آرمان دفاع از مظلوم رو دارن هنوز ساکتن! #القدس_عاصمة_فلسطين_الأبدية,SAD
رفیق پرستار داشتن نعمته میری خونش یه مشت سرم و دارو به خوردت میده زنده میشی!!,HAPPY
" ?چهارشنبهانقدر امروز خستم که دلم میخواد اسنپ رو روشن کنم و یه مسافر دقیقا بخوره کوچه خودمون و من سوئیچ رو بدم بهش بگم ""داداش تا من یه چرت میزنم خودت زحمت رانندگی رو بکش کرایه هم نمیخوام""!",OTHER
"@username چرا فکر کردم شمالی هستی.
اثرات قرنطینه فکر کنم🤦🏻🤦🏻🤦🏻",OTHER
اوایل ناراحت میشدم از اعدامها از گرانیها از بگیرو ببندها از مرگ به این و اون گفتنها از دیکتاتوری از زن ستیزی از کار کودکان از بیکاری بعداز انتخابات۹۶ و شمار زیاد رایدهندهها، این مسائل عصبانیم میکرد. ولی الان فقط خستم خیلی خسته فکر میکنم تو ۲۳ سالگی خسته شدن خیلی زود خیلی ظلم,SAD
۱۴ به قیافه دادم دیگه .۶ نمره برا عکس قدی هست ,OTHER
عجب!!!! با چه مجوزی به خودشون یه همچین اجازه ای میدن؟؟؟ ,SURPRISE
آدما علاقه‌ی وافری دارن که همه چی بهشون دیکته بشه و اونام بی اما و چرا انجامش بدن و فکر کردن چیه اصن؟,OTHER
 یچیزایی دیدم و شنیدم تو این نوع دعواها اصلا راز هایی برملا شده که نگو,FEAR
روش جدیدم برای استفاده ی بهینه از اینکه از واژه ی عزیزم به شدت متنفرم : از هرکی بدم میاد ولی باید ظاهر رو باهاش حفظ کنم بهش میگم عزیزم و فقط خودم میدونم چی دارم میگم.,HATE
دکتر جون سالهاست با دهن خودش داره میگه مزدوری میکنه,ANGRY
با ریشه چه میکنید... ,ANGRY
شاخص کل #بورس با افزایش ۲۰ هزار واحدی، وارد کانال یک میلیون و ۶۲۹ هزار شد www.link.com,HAPPY
فکر کنم برای ناتوانی و بی عرضگی خودتون و دولتون زمینه جینی میکنی واقعا شما با وعده های که به مردم دادید باید هم در پیشگاه خداوند و هم در پیشگاه ملت بازخوایت شوید لعنت بر شما,OTHER
چیکار می کنی با دلم روزگار دیگه خاطراتو به یادم نیا مگه ندیدی چی سرم اومده جونیمو دادم پای عشق یار ,OTHER
مواظب خودت باش اگه بیمارستان دستکش و ماسک درست حسابی نداره خودت از بیرون بگیر,OTHER
زمانی قرار بود مسئول دور زدن تحریم‌ها باشند و شدند کاسب تحریم؛ وقتی‌ قرار بود شرکت‌ها به مردم واگذار شود شدند صاحب شرکت‌ها؛ من باور نمی‌کنم کسی که قرار بود خیابان‌ها را خلوت کند به خلوت کردن خیابان‌ها رضایت می‌داد؛ حالا هم #قرنطینه به شیوه‌ی #گازانبری رونمایی شده! www.link.com,ANGRY
چطور اینجا ازتون سوال میشه یه آها میگید اونجا با دختره حرف زدید کامل ,SURPRISE
@username رشد اسلام فقط با رشد کرونا قابل قیاسه,HATE
اوج حقارت معاون وزیر ورزش اونجاست که دم از طلوع یه چونی زد,HATE
این همه خشم و بغض و عصبانیت برای چیه ؟ روانکاو ها می دونن وقتیکه یک نفر با انگشت اشاره و با این خشم فریاد میزنه ، چقدر معنی پشتش هست ، چقدر این بچه در بچگی و در مدرسه از طرف خانواده و جامعه با همین انگشت اشاره مورد تهدید قرار گرفته ، دلم به حال این بچه بسیجی و شاگردانش سوخت ?,SAD
یکی از پدرسوختگی های #برانداز اینه که ظاهرا ژست #انساندوستی دارند ، ولی برای سرنگونی نظام از اینکه هزاران نفر زیر فشار اقتصادی له بشند هیچ ابایی ندارن ... اینها همون #داعش های وطنی هستند که معتقدند هدف وسیله رو توجیه می کنه. شاهدش هم اینه که #دلار می خرن تا اقتصاد فروپاشی کنه.,ANGRY
واقعا دیگه توییتر عصبیم کرده اینقد توییتای اینو اونو میریزه تو تایم لاینم که توییتای فالویینگامو نمیبینم,ANGRY
 این تصویر را یکی از دوستان فرستاد. خیلی خندیدم. کارکنان بی بی سی فارسی رسوای عالم شده اند. www.link.com,HAPPY
تجویز شده برای بدست آوردن حس بویایی مرتب عطری که دوست دارم استشمام کنم و من فکر میکنم عطر تنت را از کجا پیدا کنم,HAPPY
"آیا روحانی دنبال کاسبی از کروناست؟؟

#کاسبان_کرونا 
#دولت",SAD
واسه من که به دو دستگاه وصل نشد بردش خیلی خیلی کمه در کل ارزش خرید نداره حتی در شگفت انگیز قبلا جبرا کلاسیک داشتم با اینکه قیمت خیلی کمتر در مقایسه با این داره قابل مقایسه نیست در کل پشیمون از خریدم,SAD
واقعا از این میزان قضاوت یه طرفه و سنگینی که بدون دونستن شخصیت و احوال من ازم شده، قلبم به درد اومده.,ANGRY
نکنین اینکارو با قلبمون www.link.com,HATE
@username :))) چند بار تشویق شدم به دیدن فوتبال اتفاقا,OTHER
البته یه جلسه دیگه هم خوابیده بودم! که از خنده بقیه پاشدم! که داشتن به کلمه رو تخته میخندیدن! :دی,HAPPY
 یکی نوشته بود حتی اینکه گوشیتون زود باتری خالی میکنه تقصیر آخونداست. نشستم دیدم واقعاً اینم تقصیر آخونداست. یعنی شما از فیلتر…,SAD
قطر عجب بازی کرده,SURPRISE
دیروز رفته بودیم تشییعِ یکی از اقوام که کلی در کودکی هم سن و سالهای مامانم تو شهری که زندگی میکردن خاطره ساز بوده. باز این دوستای مامان رسیدن به هم و انقدر خاطره گفتن و خندیدن تو ماشین که روحیم عوض شد کلا!,HAPPY
کوپن خون جدید اعلام شده؟ شما گرفتین خوردین خوب بود؟ چرا انقد وحشی شدین همه به هم می پرید؟,SURPRISE
ساعت ۲:۳۰ شبه و همسایه داره زن و بچه ش رو میزنه الانم زنگ زد پدر زنش بیاد از صدای گریه بچه و مادرش اعصابم داغونه و خوابم نمیبره..,ANGRY
صبح بخیر سه شنبه تان به نیکی.... The fear of God is the beginning of wisdom ترس از خداوند آغاز خردمندی است.,HAPPY
 تنفر از بقیه هم ریشهاش تنفر از خوده. برای هم حتی بذاری بری، باز یکی رو پیدا میکنی که ازش متنفر باشی. برای همین استیون میگه:,HATE
ساعت ۰۰:۰۰ هست و همه دارن لاو میترکونن منم دارم کیبورد رو میترکونم به حول قوه الهی ): ,OTHER
امروز رفتم فیلم مارموز رو تو سینما دیدم، توقع لحظات خنده دار بیشتری ازش داشتم، در کل بیشتر اعصابم خورد شد و نپسندیدمش,ANGRY
حواست هست به موهای سفیدِ سَرَم... چقد امسال از گذشته ، شکسته ترم... نوکرت داره پیر میشه... دوستت دارم ارباب #فاطمیه,SAD
آفرین اصلا حدیث داریم موقع فوتبال دیدن تو خونه خالی اونم 2 نفره نباید شلوار پات باشه ,SURPRISE
چطوری کریست؟  فقط  عکس روی کارت ملیم لو نره که ازتون شکایت میکنم:/  یک دردسر بزرگ شده واسه افکارم نمیتونم بخوابم از ترس اینکه خدایی نکرده عکس روی کارت ملیم لو رفته باشه ,FEAR
خداروشکر نیس من حتی از دست دادن بدم میاد  ,HATE
" کذاب بنفش بقدری در برجام شکست‌خورده ذوب شده که پروتکل کرونایی را پروتکل الحاقی میگوید.
جا دارد باز هم تشکر ویژه‌ای از ترا…",ANGRY
کابوس روزای بدون تو با رفتنت دست از سرم برداشت,SAD
بینیمو باید عمل کنم و از ترس آمپول دارم گریه میکنم.:)),FEAR
لعنت بر کسانی که اول بار حجاب از سر اهل بیت پیامبر برداشتند و لعنت به بازماندگان اونها .... #FreeMarziehHashemi …,HATE
ایرونی پرچم بالاست دست مریزاد به هموطانانمون در ورشو درود بر تمامی هموطنان در ورشو که به بهترین شکل توانستند صدای مقاومت ایران را به صدای جهانیان برسانند #FreeIranWithMaryamRajavi #IStandWithMaryamRajavi #WarsawSummit,HAPPY
واسه همین بهم خبر دادن که مراقب باشم ,HATE
وااااای چه خوشگلههههه من یه دفعه تو بازار گل گلدون قهوه دیدم اصن شبیه این نبود ولی خیلی کیوت بود اونم,OTHER
@username کمی سرفه خفیف و حالت خماری و منگی و تمارض به کرونا همه ی مهمونارو میشوره,HATE
به نظر میاد دیگه از پیک کرونا عبور کردیم و به گیشنیز کرونا رسیدیم.,OTHER
@username کمی ازون سلول های خاکستری مغزت استفاده کن و یادت بیار که همین شماها حتی صلیب سرخ رو تحریم کردین و حسابها د پولهایی که به همین قربانسان حوادث کمک میکنند رو بلوکه کردین. من نمیدونم ملت چرا تند و تند لایک میزنن فارسی نمیفهمین نمیبینین چی نوشته؟ نمیبینین اینها با ما چکار دارن میکنن؟,ANGRY
با موسیقی فیلم پدرخوانده چه بازیایی که نمیشه در اورد :),OTHER
من هنوز یادمه. یکی از دلایلی که مردم قشون قشون به خاتمی رای میدادن، ترس از رییس جهور شدن ناطق نوری بود. آدمها عوض میشن. موضع آدمها و سطح استفاده از منطقشون هم همینطور. حتی اگه به خاطر منافع شخصیشون باشه. عوض میشن …,FEAR
"@username 😂همون به جایی میرسیم کرونا خودش دلش برامون کباب شه بره بگه بریزید بیرون
😂",HAPPY
این تو دنیای رادمهر اتفاق خیلی بزرگیه,OTHER
عباس زائری نویسنده، فعال زیستمحیطی و چهره فرهنگی اجتماعی میناب درگذشت. او باوجود معلولیت جسمی فردی فعال در عرصههای مختلف بود. پوشیدن کفن و رفتن به درون یک فروچاله در اعتراض به برداشت بیرویه از منابع آبی میناب، یکی از اقدام نمادین او بود که در رسانهها بازتاب زیادی داشت.,SAD
چرررا ,SURPRISE
خداااااای من چرا؟ چطور؟ کی؟   خدایاااا اصلا شوکه شدم با اینکه اینتراکشن نداشتیم ,SURPRISE
بر مچِ خود بخواب ساعت را، بر سر هیچ، قاطعانه بایست از زمانی که نیست توی عدد تا زمانی که نیست حرف بزن بغلم کن بدون تن، بی‌جسم! وسط فکرهام ارضا شو از همین لحظه -رفت!- با بوسه با دهانی که نیست حرف بزن,OTHER
چون دلار انقدر رفته بالا هوا گرمه,OTHER
به قصد لذت نیست، برای انتقامه:))) یکی باید انتقام شما رو از اون عفریته بگیره یا نه,HATE
"بازار سرمایه به مناسبت پوکر قهرمانی پرسپولیس
یکپارچه قرمزپوش شده

#بورس",OTHER
منم همه رو خاموش کردم جز اپ‌های آموزشی از اس‌ام‌اس و زنگ تلفن نیز متنفرم ,HATE
واسه همه باید توضیح بدم... چراویزام نیومده؟! حالا چی میشه؟! نکنه دلیلش فلانه؟! نکنه بهمانه!؟ آقا جان بکش بیرون، به تو چه؟ زندگیه خودمه میخوام بشاااشم توش!,ANGRY
حس میکنم اون دست منه که داره توت فرنگی برمیداره. نه؟ ,OTHER
"چرا از #روز_دختر متنفرم؟ - مناسبتي من درآوردي است كه تا ده سال پيش وجود نداشته - منشا آن تاريخ تولد قمري يك توله در عربستان است و هيچ ربطي به ايران و ايراني ندارد - و از همه مهمتر، هدف از آن تقسيم جامعه به دو بخش ""زنان"" و ""دختران"" است، و اشاعه فرهنگ تبديل زن به كالاي مصرفي",HATE
ندونستن رو میشه با پرسیدن و مطالعه درمان کرد ولی افسوس خرافه و تقلید درمانی نداره,ANGRY
جنبش عدم تعهد باید پایه‌گذار قدرت جدیدی در جهان شود www.link.com,ANGRY
@username @username @username @username @username @username و شب بعدش که من لازانیا پختم و شیرینیای عید که پختم و آوردم و اون کباب ماهیتابه ای برای @username,HAPPY
مرحله‌ی ۱- اجتناب مجازات در این مرحله‌ی كودك برای گریز از مجازات از معیارهای اخلاقی دیگران تبعیت می‌‌ كند و به انگیزه عمل فرد توجه چندانی ندارد بلكه بیشتر به پیآمد آن فكر می‌‌ كندبه عبارتی دیگر کودک تنها به مجازات می‌‌‌اندیشد. او از قوانین پیروی می‌‌‌کندتا تنبه نشود.,OTHER
یک دکتر در بیمارستانی در استان هوبی از ابتلا به ویروس کرونا فوت کرد www.link.com,ANGRY
"از ۹-۱۶ سالگی درگیر اعتیاد بود حالا ۹ سال بود که پاک بود... حالا نون آور خانواده بود، حالا تکیه گاه شده بود...
#جمعیت_امام_علی 
#freesharmin
#شارمین_میمندی_نژاد",SAD
چیییی  از شکلات تلخ متنفرررررم,HATE
مادرم بعد تو هی حال مرا میپرسد مادرم تاب ندارد غم فرزندش را عشق با اینکه مرا تجزیه کرده است به تو به تو اصرار نکرده است فرآیندش را قلب ِ من موقع اهدا به تو ایراد نداشت مشکل از توست اگر پس زده پیوندش را حفظ کن این غزلم را که به زودی شاید بفرستند رفیقان به تو این بندش را :,SAD
" “برای طناب دارشان دنبال گردن میگردند”.
#نویدمان_را_اعدام_نکنید",ANGRY
"🔹این تصویر برگرفته از اثر نقاش ایرانی محمد یوسف (حسینی مصور) نقاش معروف مکتب اصفهان که با نام «مرد جوان» شناخته می‌شود. این تابلو (که در بنر روی صورتش ماسک قرار گرفته) بین سال‌های دهه ۳۰ و ۴۰ قرن هفده میلادی در اصفهان و در عصر صفوی کشیده شده است.
#سواد 
#رسانه www.link.com",ANGRY
"پذیرفتن حقیقت آنقدر برای دولت سخت بود که به خاطر سریال گاندو صدا و سیما رو که یک نهاد انقلابیه تحریم اقتصادی میکنه و بودجشو به صفر می رسونه
#برخورد_ترامپی
#صداوسیما_گروگان_جیسون",OTHER
@username اگه شمالیا خودشون قرنطینه رو رعایت کنن دلیلی نداره به مهمونها بپرن، هرچند کسایی که میرن سفر هم کارشون اصلا درست نیست. نمیفهمم چرا همه دارن بهم میپرن,ANGRY
من با #کرونا دارم کنار میام ولی هنوز نتونستم با خبر شوکه کننده #هواپیمای_اوکراینی کنار بیام!!,SAD
یک پلان امید بخش از#حیات_وحش_ایران درود بر محیطبانان شریف ایران #مستند_پازنهای_خانگرمز #بهمن_ابراهیمی,HAPPY
"مامدگاریش هم بد نیست و قابل قبوله""",HAPPY
این کلا رد داده به هیچی پابند نیست. فردا نقیض چرندیات خودشو بگه من تعجب نمی‌کنم. فقط هم چرند می‌گه,HATE
 سال ۹۶ تو تهران مغازه داشتم. یادمه وارد یکایک مغازه‌ها شدم و تمنا کردم که ما هم به #اعتصابات_سراسری بپیوندیم. اما هیچکس اه…,HATE
SSSS.Gridman عجب انیمهای بود خیلی عجیب بود، یک لحظه با خودت میگی پای چه آشغالی نشستم، یه لحظه دیگه میگی عجب چیزیه یه داستان بی منطق، مسخره، اکشنهای آبکی، که خیلی خوب ساخته شده، صدا گذاری و دوبله عالی دارد و در هر قسمت شما را در پای خود میخکوب میکند. و چه پایانی,SURPRISE
"نامه احمدی نژاد به رهبری از خداوند منان برای حضرتعالی، ""موفقیت"" در اتخاذ تصمیمات اساسی و ""به موقع""، در جهت خواست مردم و .............مسالت دارم....! #احمدی_نژاد داره به ""#ولی_فقیه درس ""زمان شناسی"" میده...! همینقدر بیشرم و وقیح کجا رفت اون ادعای مرید و مرادی...؟؟؟",HATE
حالا تو اون خونه چه غلطی میکردی ,ANGRY
اينارو ولش كن... دلم برات تنگ شده چرا مثل جن و بسم الله ما با هم نميفتيم يه روز؟ البته من جن، تو بسم الله ,OTHER
"اشتباه رسانه‌ مطرح، #بیتکوین در ایران ۲۴۰۰۰  دلار است
این هم اولین خبر خنده دار ۲۰۲۰ که حاصل اشتباه محاسباتی #کوین_تلگراف بود.
این وب سایت همچنان بر مواضع اشتباه خود پافشاری می‌کند و صبح امروز این خبر را به صورت رسمی در صفحه توییتر وب سایت خود هم درج کرد.

www.link.com www.link.com",OTHER
خو حالا زلف رو که بر باد دادی دیگه تو رو خدا زلف راحلقه مکن تا نکنی در بند مون دیگه چنگیز خان! آتیلا! ,SAD
🔸️ثبات نسبی این روزهای بازار#ارز و سکه / سکه و طلا در بازار تهران در آرامش کامل www.link.com,OTHER
...اما انگليس چون هنوز ظرفيت سيستم درمانى اش ازاد هست با تعطيل نكردن شيوع را افزايش ميدهد و در ازاى افزايش شيوع همزمان مصونيت با نرخ چند برابر! در جامعه افزايش پيدا ميكند حتما ميدانيد ميزان فوت در اثر #كرونا حدود ٥٪ و ميزان بهبودى يا همان مصونيت ! ٩٥٪ است... ٥/٦ ادامه ,OTHER
@username از پاییز؟ مگه کرونا بهمن نیومد؟ من از بهمن ماسک زدم😁,HATE
خب درست بنویس اینجا همه مثل من باهوش نیستن که ,SURPRISE
ابوالفضل باغگلی،عرفان زیدآبادی و امیرمحمد مختاری اعضای تیم کیک بوکسینگ پرشین کرمان امروز برای مسابقات کشوری و انتخابی تیم ملی راهی اصفهان شدند برای موفقیت بچه هامون دعا کنید #پرشین #جمعیت_امام_علی #کرمان,HAPPY
"🛑کمیتە مردمی محلات علیە #کرونا ...
فعالیتهای مردم #کوردستان در این وضعیت یە تجربە عالی بود برای مبارزه با کرونا با تشکیل شوراها و کمیته های محلی  👌
مردم باید خودشون گلیمشون رو از اب بکشن بیرون  برای سرنگونی کرونای ولایت باید شورش کرد www.link.com",SURPRISE
کاش تو ایران اوّل قشر پزشک‌ها ویروس کرونا رو بگیرن.,SAD
" حتی #شاه هم فهمیدآمریکا قابل اعتماد نیست ولی  یه عده هنوز بعد40سال متوجه نشدن.
شاه:اکنون متوجه شده ام که آمریکایی ها نامرد ه…",OTHER
شنیدن عبارت «دوستت دارم» برای فرزندت خصوصا وقتی روی دو زانو می نشینی و خودت را هم قد فرزندت می کنی و چشم در چشمش می گویی یعنی من هستم ..خیالت راحت … و یادت باشد آن شب فرزندت دیرتر ولی آرامتر و آسوده تر می خوابد. #محبت,HAPPY
چطور خودتون رو قانع میکنید که میشه با عذرخواهی یا استعفای صوری فلان عمله نظام انتقام خون اون انسانهای مظلومی که در طول این سالها در سطوح مختلف قربانی جنایت، خیانت و بیتفاوتی مسئولان شدن رو گرفت؟! فقط با سرنگونی این رژیم بیدادگر و محاکمه تکتک عوامل منحوسش، «شاید» آرام بگیریم.,ANGRY
من حال روحیم خوب نیست شب بخیر,OTHER
به به چه اسمایی یاد آوری شد ، یعنیا به به خوان سپاستین ورون و اورتگا فیفا ۹۹:))))))),HAPPY
"ایشون تازه در ناف فرنگ زیسته و خیلی هم ""فرهیخته"" تشریف دارن. وای به حال بقیشون !",HATE
نماینده مردم تهران: بنابر اطلاع رسیده شورای عالی امنیت ملی نیز پس از بررسی کارشناسی پرونده متهمان محیط زیستی فعالیت متهمان را مصداق جاسوسی تشخیص نداده است. iran_times  …,OTHER
روز 18م قرنطینه www.link.com,OTHER
پدرم یک نفرت عجیبی نسبت به گربه ها داره و به نظرش بخشی از بدبختی نسل بشر گربه هان. هردفعه هم با استدلال سعی میکنه این نفرتش رو توجیه کنه. نمیدونم بابامکیو در جهان قبول داره،ولی به طور مثال خود مارکس هم از قبر بیاد بیرون و بگه این نفرت و استدلالش غیر منتقیه نمیپذیره و خشم دوباره.,HATE
