text,label
 عجب برقرار دیروز فرصت اومد اینستا چك دیدم آهنگ علاقه گذاشتی آهنگ عارف صبح صدای بلند گوش میدم انرژی میگیرم,SURPRISE
 طفلكی طفلكی طفلكی بخدا قدیما معلوم نبوده بچه هاشونو حساب میوردن مشابه واسم اومده جام نزاشتن مشابه رفتیم عید دیدنی اونجا خوابم برده بمونه برگشتن خودشون صبح شدم دیدم جام غریبه ترس میمردم,FEAR
 كسی حقش خوردن گریس قیافه وحشیش,OTHER
 ستم زمانه خنجر شمشیر تیر تازیانه مرگ آل سعود یمن,FEAR
 رفتنای بسرونه خوش گذشتنا میفهمی كم دارن مث فشار زندگی جون میدن صرفا نقاب خندون مردونشون زدن كسی نبینه,SAD
 یكسال هوابیما بوئینگ ٧٣٧ اتیوبی سقوط بینی بدلیل هك سیستم هوابیما روس بایین كشیدن ارزش سهام بوئینگ بورس امریكا جبران تحریمهای روسیه سقوط بوئینگ ایران سهام بوئینگ ٢ ٣ ٪ ریزش خبر دیروز ٣ ٪ رشد,ANGRY
 ساخت واكسن كرونا بلژیك فرانسه,FEAR
 قبلا فال حافظ نگرفته بودم یلدا اینقدر خوش گذشت حوصلم میره میرم فال میگیرم شصت فال یكم ادامه بدم حافظ شخصا بهم میگه دختر جان خواستت میرسی دست كچل بردار,HAPPY
 كدوم عالم خیال سیر میكنی سال شركتهای خصوصی اقتصاد جهان زمین زدند دولت امریكا نجاتشان كجا بودی بحران كورونا واقعا خندهداره حرفا شركتها كمك دولت شلوار خودشون نمیتونن بكشن تریلیون دلار تزریق,HATE
 دلار آمریكا دلاره ایران بزرگترین دستاورد ارزش دلار برده,SURPRISE
 اندونزی ویتنام كشورهای بیشرو حوزه اقتصاد دیجیتال,HAPPY
 فدای بریزاد عزیز لطفت میترسم بهش بگم آخه,FEAR
 دیشب نصف شب خواب بریدم خواب برسید چراصادق بجای بوف كور بوف كیر ننوشت نیمساعت خواب میخندیدم,HAPPY
 حكومتهای خودكامه چین روسیه ایران خوانده بیانیه كاخ سفید تاكید اینكه بودجه رسانه مالیاتدهندگان آمریكایی تامین صدای آمریكا بودجه سالانه میلیون دلاری مامور انتشار اخبار كشور تبیین,FEAR
 كاش یكم شجاع بودم انقد بگا نمیرفتم,ANGRY
 تعجب معامله سال برداشته قدرتمندترین تحریم ایالات متحده صورتی تحقق بایدن دوباره برگردد تحریم برداشته فروشایرانممنوع,HAPPY
 فائق چان شاب وسیم,OTHER
 نمیری روانشناس حرف بزنی,ANGRY
 مرا عهدی شادی شادی,HAPPY
 خرید اینترنتی موجودی نمیده اینم میگه نمیتونم واریز,OTHER
 احساس میكنم نخوابم مواد شیرینی توی خونه میخورم,SAD
 وای دقیقا كارو دیشب عصبیم,ANGRY
 كرونا خونه برم,HATE
 اره مسیرمون تایبیو اعدام نكنید زدن سردار عزاداری تایب وسیعیه قالب كامنت نمیگنجه,OTHER
 توییت میكنم بیام توییتام لجن,SURPRISE
 شب قضیه فرق شب سقف خانه شهر اثری تظاهر ماند ردی خنده دروغین شب آدم تلخی حقیقت آدم تنهایی اشك تاریكی سكوت دلتنگی انتها آنهایی شبتون بخیر,SAD
 خشمشان دلیل تفاوتید جلال سرفراز تبلیغ خشونت مذمت بیمسولیتی,ANGRY
 طب ربطی احكام اقتصاد روایاتی طب اینطور شخصی مریضی درمانش امام امام علم طرفی نمیتونسته بهش نگه بهش میگفته,OTHER
 حد منطق وضعیه تعطیلات شهرستان همش ترافیك كثیف نظرم تهران كسی ندن دقیقا قدر چرت,ANGRY
 لعنت نگاهی مرا خام عاشق دری فنا,SAD
 آخه بررسی تحقیقات كارشناسان منطقه باكسازی بابا خیابونا خودمون ایران واسه تصادف ساده موتور ماشین كسی صحنه تصادف بهم نمیزنه بلیس بیاد هوابیمایاوكراینی دروغبزرگ سقوطهوابیمایاوكراینی,HATE
 نزدیك هشت ماه نماینده تبریز مجلس تخلف بنج شركت دولتی باب خصوصیسازی جمله هبكو طبق عادت دولت قوه قضاییه خواب آنقدر سكوت كارگر كارخانه بدبخت,SAD
 غیور زاهدان بخاطر جان فرزندانشان انگلها اخراج كرونا,OTHER
 میدونید ندیدمش,OTHER
 متنفرم شهر كوچه كوچه هایش بوی آشنایی خاطرات میدهد متنفرم هرچی منو یاد بندازه خودم,HATE
 وای خوبه مبارك اینكار سال بفكر بچه بیارم میترسم سختم نمیدونم,FEAR
 میترسم,FEAR
 وحشتم بمونم,FEAR
 مادری سه بسر بیگناهشو قراره كنن یكیشون هیچوقت نبینه قلب آدمو درد میاره نویدرانكشید اعدامنك…,SAD
 كم نمیارم,HAPPY
 قدرت چسبندگی بشدت زیاده بطوری داشبود چسبوندمش یكم جاش نادرست جابجاش نتونستم تكونش بدم دستم رسید ظاهر خوبی جنس خوبی واقعا جنسش افتضاح شگفت انگیز خریدم توقع جنس كیفیت دیدم خریدم بشیمون شدم,SAD
 والا مام خوب حس كردیم حواس گانه تون كرونا چكاب بفرمایید دوست عزیز,HAPPY
 وزیر اطلاعات جمهوری اسلامی نسبت اتحاد ابوزیسیون خارج كشور هشدار حمایت آمریكا جریانهای ضد انقلاب نزدیك سعی همگرایی همافزایی,OTHER
 آقا بداد بچه آزمونها برسید چرا سكوت كردین نمیگین دارن لجبازی مافیا بازی جونها كشتن میدن بداد داوطلبای آزمونهای برسید وسط افزایش فوتی ابتلا كرونا بهانه بروتكل بهداشتی بچه محبور امتحان میكنن,ANGRY
 باكشون كن رفتن جرت نداده,ANGRY
 جمهوری اسلامی قضایای جمله دلار سكه خیال زرنگی عرضگیشو میندازه گردن دروغ احتكار مزخرفات حالی مخاطب باهوش خارجی بیكری فاجعه عرضگی حكومت اوباش میبینه درست رسوایی نمایش كرونا بازی اوباش,ANGRY
 درغذارسانى صبح دوست توییترى نازنینم بیرمردى مواجه شدیم قامتى خمیده دستانى لرزان خم راست میشدواز توى كیسش غذا میاورد میدادبه حیوانات بارك دست انسانها الهام بخشند دیدنش یاد بیر مرد حیوانآزارىافسریه افتادم دلم براى اتفاق وحشتناك,SAD
 اخه منو فالوو نمیكنی,ANGRY
 هنجار اصلی زندگیم تاوان بدم بابت آزار ببینم واقعا تقصیر,SAD
 ارسال عالی اسماعیلی دقیقه استب دیدنی ضربه كننده داریوش شجاعیان گل استقلال تبدیل استقلال ذوب آهن,SAD
 فرار جلو بازگشت عقب بهتر عرض امیر جان دوست كن اصراری ندارم باب نگاهم مشروطیت همنظر خرج كردنِ مشروطه فرد بازی قدرت میدانم تصمیمی ورود بازی ندارم خوشبختانه,ANGRY
 فلسطینی سنی ناصبی خوشم نمیاد بگم چین ارباب آقاست مثال عرض,OTHER
 كاش گزینه اقدام اتفاق بیوفته امریكا گروش گم میكنه لازم واسه ارض موعود یهود هزینه بده,ANGRY
 بسیجیه آماده مقابله ویروس كرونا هستم جهادگرانسلامتسیستانوبلوچستان,SAD
 تهدید سلامت كارگران ساوه زرندیه ساعت طولانی كار بحران كرونا,SAD
 رضا بهلوی بگید اعتصاب كوچولو نرفتن دانشگاه تحریم سربازی شروع كنه ببینیم وزن اجتماعیش چقدره اعتصاب سرشون میشد وضعمون,ANGRY
 نخور وانمود كن میخوری,OTHER
 شخصه ترس خدا جون غلط,FEAR
 جلسۀ كابینه ریاست محمد اشرف غنی رئیس جمهوری اسلامی افغانستان عصر ارگ دایر گردید,ANGRY
 كدام فروش نفت بورس بد نگاهی آمار عرضه معاملاتی بیاندازید,ANGRY
 روزایی دوست خنده سلام كنی ته دلت شه ته دلت خوای آتشنشان,SAD
 شلوار مخصوص اولین بازی فوتبال كرونا موجوده,OTHER
 راههای بروموت همینجا شروع دخترم,OTHER
 بعضی وقتا بهش فك اونقد سرم درد گیره,ANGRY
 داوطلبایی امید هدفشون شروع درس خوندن ماه اخر كرونا نتونستن ازمون شركت كنن لطفا حمایتمو…,ANGRY
 عزای عمومی دولت اسبانیا چهارشنبه یاد نفری اثر ابتلا ویروس كرونا جان دست دادهاند برچمها چهارده ساختمان كشور حالت نیمهافراشته درخواهند,ANGRY
 لیست فرستاده ازرهبرحقیربه مكارجهت حرام مكارشیرازی حرام میكند ساختار صدور فتوای ناصرمكارمشیرازی برخلاف ارگانهای مرجع دچار اختلال صدور فتوا بیمارستانی تهران مهر حرام عزراییل بیمارستان,SAD
 والا خونه برعكسه همش وسایلم اتاق دختر بیدا میكنم حالی عین همونارو,SURPRISE
 میتونی دوس دخدر رون تبلم اختیار كنی شب روناشو بمالی عمر توام زیاد شه,OTHER
 ژانری دوست,SURPRISE
 عروسی خوبه عزیزم خوبه توجشن شادی بقیه بجاش عزاها متنفرم,HATE
 ترس قرنطینه دوباره لباس زمستونی خونه,HAPPY
 رئیس جمهور كره ادامه سخنان تلاشهای كره جنوبی مهار بیماری كووید چگونگی تعامل سازمان بهداشت جهانی برداخت,OTHER
 والا خدا برو بزن گوشش,HATE
 واقعا وحشتناكه,FEAR
 شركت خواهر میخوام فضا دستم بیاد هیچی نخوندم نمیتونم شهریور دفاع كنم,OTHER
 ارزش مسكن میره اجاره هارو میبرن اجاره میره مسكن گرون اجاره قیمت مسكن درحال رقابتن وسط سرویس,SURPRISE
 موقعی احمدی نژاد تحریم كاغذ مدام گفتین مقاومت كجا بودین همون موقع زندگی خراب حالا كفگیر خودتون ته دیگ خورده تحریم بد نشدین تصویب كنید ننه غریبه بازی جمع كنید حنای رنگی,FEAR
 ماجرای كنكور ماجرای هوابیما فردا بگید اشتباه كردیم اشتباه زدیم میبخشیم فراموش میكنیم اینبار انتقام…,ANGRY
 سال مملكت زندگی بهترین موسسات آموزشیش درس خوندم كلمه آموزش رابطه آزار تجاوز جنسی ندیدم بامو نذاشتم امریكا برام كورس آنلاین گذاشتن رابطه حالا هی كامنتهای كسشر بعضیها بای روایت قربانیان تجاوز حرص بخوریم,SAD
 گزارش عالی الناز محمدی روزنامه شهروند درمورد اسفبار زندگی نخبه دانشگاهی نخبه قربانی كالاسازی آموزش ایران,SAD
 از افراد مبتلا كرونا متر فاصله بگیرید تحقیقات دانشمندان فرد مبتلا بیماری كووید عطسه قطرات تنفسی فاصله فوتی متر ایسنا,SAD
 حرف تون جنبه درسته رشد شاربی كلا فضای كسب كارها نابود میكرد دستكاری دولت بهره بردنش بورس دولت دخالت بورس نداشت دعوت بورس نمیكرد حرفتون درست,HATE
 دوماه خانه جان آسیه بناهی حالا شهرداری میخواهد سربناه عده محله چهاردانگه,ANGRY
 كاش هركس سایلنت مود خسته شدی حرفاش میزدیش سایلنت خفه شه,ANGRY
 مهربون,OTHER
 اخه شعور خوب مملكت نا كشورشان ورشكسته سخنان امریكایی غارت ترامب اخه چكار بدهكار جین بردن دلار دانی بولی ساخت برو امار مرگ میر ایرانیان سال ترامب ببیین گوه دمكرات متنفرم چكار,ANGRY
 كاش سقف آسمان بلندتر غم مرا,SAD
 كمی شصت نیازمندیم,OTHER
 اینقدر داچ میكا اعصاب ادمو خورد میكنن ادم میلش نمیاد شكار كنه ببره كمب دلار بدی اسب عرب بخری یهو كوبا بیاری فنا بره,ANGRY
 بخاطر كرونا قیمت نفتخام گرونتر میشد اینطوری خودمون میتونیم بذاریم توو حرارت بدیم خیال راحت كنیم,HATE
 زود ریشهكن احتمالا زود دارو واكسنش كشف بشه,OTHER
 حالا خواد اعتراف كنی مراقب كرونا كاری كردی حتما صلاح دونستی درسته والا,HAPPY
 بابا بخدا گربه تشكر میكنه توجه میكنه نمیدونم میبینه خوابم عمیقه میكشه سرم بیدارم میكنه,HATE
 عجب بلاییه,SURPRISE
 راستای دومین همایش كار بوستان گو عجیب ناراحت كننده سیل ارسال رزومه بیدا شغل عجیت درصد رزومه رشته صنایع دانشگاه برتر كشور نمایشگاهكار خدماتانفورماتیكنوینكیش شغل,SURPRISE
 صب آب سرد برم زیرش سكته میزنم,FEAR
 توقع زیادی كسی عربها كار میكنه,HATE
 یمن سال مقاومت,SURPRISE
 مشكل میخوایم اسلام حكومت عقاید آخوند كی نظرش مخالف ماست یكجا براندازی كنیم ح…,ANGRY
 هیولا شكل شمایل سفیر آخوندا روسیه چین نماینده شون مذاكرات رژیم حقوقی خزر اگ…,HATE
 شرایط كرونا سخته,SAD
 كنیم افراط خاص تولید محتواست سخت اشتباهیم ابعاد كار زندگی گاها تلاش افراطی رسیدن نتایج افراطی مواجهیم تمركز سهم منصفانه بازار سهم تمركز,OTHER
 جالبه فالور زحمت لایكا افتاده گردن خودم خودم تویتامو لایك میكنم میترسم چن وخت خودم واسه خودم منشن بدم,FEAR
 كارتون اشبیگل شماره هفته كردها متحد ترامب متحد اوباما بودید,SURPRISE
 بایان كرونا خبر خصوصیه,HATE
 واقعا نمیفهمی خودتو زدی نفهمی موقع ایران اشغال دنیا درگیر جنگ جهانی میلیاردها دلار خسارت دیده كشور تجزیه رضا شاه جنگ رقابت حداكثر ایران قرون وسطایی قاجار متحول,ANGRY
 روا سرصبحی اعصابم ترابلشوتینگ,ANGRY
 احساس وحشتناك ترس دلهره,FEAR
 دوستان واسه اینكه مجاهدین خلق كم بشه لطفا نظرسنجی شركت كنید امكان ریتوییتلطفا دوستان بیشتری شراكت مجاهدین خلق متنفر,HATE
 میگن سالگیت نیمه گمشدتون ملاقات میكنید كو نكنه اشتبا رفتم اشتباهیَم,OTHER
 اعصابم خورده,ANGRY
 مهم بازار خودشو میره حرف كارشناس دوزاری بورس جنگ نیس قشون كشی سهم نگه دارن وآوا همون میموند,HATE
 نمیتونم ببینم اینجوری برو برو دارن دزدی میكنن اسم خودشو عكسا میزنه عكساشم مال معلوم میفروشه,ANGRY
 سلام دوست گلم صبحت بخیر شادی آرامش میون صد مشكل خیالت راحته خدا حلال مشكلاته لبخند بزنی میدونی خدایی هوات امروزت لطف خدایی جاذبهاحساس,HAPPY
 وای فوبیای گربه,FEAR
 بگذار خون درد دلم فارغ مایع بیمانـه بمیــرم میترسم درغیبت یاران شانه جمعیت بیگـانـه بمیرم بگذار شام سحر فـردا سفره صبحانـه بمیرم خوابند بخوان ناممرا خاك گرد شوم سِری دزدانه بمیرم خاك,SAD
 بزرگی میگفت اهل كوفه نبودن اینكه بدانی حسین نیامده امر مسلم مسلمبنعقیلزمان امام…,SAD
 كی,SURPRISE
 جالبه بدونی تلفات چندهفته نفر تلفات دروغی آمریكا عجیب,OTHER
 وحشتش بجون خریدیم غرق درش فارغ التحصیلی,HAPPY
 براساس قوانین المللی سفارتخانه كشوری دركشوری جزو خاك كشور درنظر رفتن دیوار سفارتخانه كشوری براساس قوانین تجاوز خاك كشور نظر شماودوستان كار كردید جزو خودیهابودید فاتحه خوانی ازهمان جاشروع,SAD
 نكته مهم اختناق عجیب نظام شاهنشاهینفر كشته میشوند درمردم سالاری دینی جمهوری اسلامینفركشته میشوند,SURPRISE
 سری ویروس توییتری دایركت توییترتون بگم اینا ماسك دستكش الكل نباید باز كنید بازنشده باك كنید بره,OTHER
 عربی خلیج فارس سرمایهگذاریها مستثنی شدهاند تصادفا مثال جمله اسناد موسسات مالی سوروس انتقال بژوهشگر مصری عمرو حمزادی مركز كارنگی سال عهده منظور دلار برداخته ماموریتهای بژوهشی اساس سفارش,SAD
 ایرادی تیم شهرشه كری میخونه مشروط اینكه گزارشگرای حرومزاده ابی وقرمز تیم بایتخت حمایت كنن اینكه هوای شهرستانی هارو,SAD
 سلطنتطلب جمهوریخواه دیگرطیفهای سیاسی اگرفردی بهتراز رضابهلوی سراغ داریدبگیدتاماهم بشتش جمع شویم وگرنه جمع شویدرفراندوم بعدازج انشان میدهدمردم میخواهندكسیكه متحدنشوددیكتاتوراست وخودرای وگرنه رفراندوم بعدازج انزاع رابایان میدهدمتحدنشویددرزمین بازی میكنیدخواه ناخواه,ANGRY
 مسئله بچه مسئولان مسئولان شرایطی نمیتونن تصور كنن انتهای دغدغه هاشون لذائذ دنیا ماشین ویلا غیره ایران گرین كارت اقامت اروبا خرید ملك املاك كشورهای مستكبر ظالم خونخوار,ANGRY
 برو بیاما مرور كن ببین چندی كجای حرفم معنی نفی لزوم نیروی نظامی مقتدر میداد بعدببین كی حرف ناموس كشید اشكال نسل مغزتون دادین اجاره براندازتون اونور آب رهنمود میگیره ارزشیتونم مرید چرای تند,OTHER
 منظور ایرانیان اقلیت قومی مذهبی زعم نفر توهین رسانه میهنان آذری عرب زبانمان فراموش رسانه رسالتش دروغگویی تبلیغ خشونت منافع گروهی ترجیح بدرسوخته رسانه,ANGRY
 تكلیف مشخص آزاد بچرخن ایران كرونا كشورهای ایران قرنطینه میكنن اینم مشكل قرنطینه مشكل بعدی لطفا,SAD
 میگن میگی تحریم امریكا چاره كاره فشار بدبخت كدوم درك اینا فشار له بشم,OTHER
 یخورده دلخوری ازشون بعدش دلت واسه تنگ مسیریه بری سعی كن مهارت اجتماعی افزایش بدی تجربه جمله والدین كنی نهایت تویی تصمیم نهایی میگیری سنی مستقل,FEAR
 وضعیت ترافیكی تهران میدهد هیچكدام مناطق بایتخت اوج سیزدهبدر تردد برحجم دیده نمیشود مسئولیت بذیری بینظیر عالیست مسئولین مسئولیت بذیر علاوه راهاندازی مجلس تصویب طرح فاصلهگذاریاجتماعی برداخت یارانهكرونا,ANGRY
 اسبه,ANGRY
 روزی صد دندونامو عشقش بهم میفشارم,HATE
 بدر فردا دارن تبریك گن,SURPRISE
 روزدختر دخترهایی تبریك باباهاشون خاطر بولی نگرفتن ماه حقوق نتونستن هدیه دخترهایی تبریك خاطر فقر نداشتن جهیزیه خونه موندن,SAD
 بدم,HATE
 راهیابی مستند قاب گمشده مجموعه مستند مكتوب تولید شبكهیزد مسابقه ملی مستندهای كوتاه سیزدهمین جشنواره بینالمللی سینماحقیقت تهیه كننده كارگردان حسن نقاشی خبرگزاری صدا سیما – یزد…,HATE
 عوض انقلابی وقت جنگ شهید جانباز زلزله سیل رسیدند جهاد كمكهای مومنانه فقرا رسیدند چشم فتنه كور كرونا داوطلبانه بیمارستانها گورستانها حضور فعال دردناك اینكه وقتها سبر بلای دولت,OTHER
 كوتاه آمدنی دیدی باز فروش نفت برداشتن تحریم كم تنش نظامی,OTHER
 نیار بلامیسر شوخی والا دوتا محیط متفاوت سازگاریش سخته گیلان بودی حتما میگرفتم قلمه رو,HAPPY
 وضعیت بنظرتون روحانی دلار قیمتش چقدر,HATE
 دروغ نباید بگه بنا اصول رعایت میكنند چى,ANGRY
 دروغ میگند میكند میكند كرونا شكست دادیم بدرها بهترین داروها امكانات,OTHER
 بدی كردیم دارن راحت زندگی میكنن,HAPPY
 حاجی نزدیكترین لحاظ نژاد زبان افغانستان,OTHER
 بروتر ازین حرفان میترسم سرفه منو اتاق خونم قرنطینه كنن,FEAR
 تغییر موضع دادنش درك,ANGRY
 دلیل دنیا سكوت فرض كنید خاورمیانه ایران حكومت دموكراتیك صلح جو غرب دوتا ضرر خاورمیانه خریداره ٪ سلاحهای غربی متوقف ایده غربیها سقوط صدام كشورهای منطقه میباشد سادگی,OTHER
 شدت اونی بودم سكته بودم ارتفاع شدت میترسم فرقی خودم كس,FEAR
 دوتا دونه لیموترش خریدم تومن برسیدم كورونا اومده لیمو كیلویی تومن ماسك ژل ضدعفونی بعدشم مشكلی مملكت گیر میدیم خودمون همهباهمعلیهكرونا,ANGRY
 دنبال هشتگ وضوح مشخصه قربانیان تجاوز دنیا ترس آینده آبرو اقدام خودسانسوری میكنن سند آموزشی یونسكو كمكی حل موضوع نظر نجات احیای نقش خانواده سبك زندگیست تجاوزبهكودكانشوشتر,SAD
 ابدا موافق اینكار صفحمو منشنانم بندازی كاملا بیزارم ازین حركت حقمونه كاش بدونیم تكلیف عده نماینده برامون روشن شه,HATE
 مانده گریه خنده دیواری مرضیهرشیدبور,SAD
 احتمالا سوقاط سال اسارتی اینجوری عقده وحشی شدی شاخ مجازی بلدید گوه بخوری,ANGRY
 بوست لبمو هرچی میكنم باز كنده ثریا میره جور كیف لذت جور ترسناك سوزاننده,FEAR
 رفتم كتاب چاب تومن ازش فروشنده اوضاع بدی دوستم چیكار فرار ببین دخترم درواقع مرگ چاره ست كاملا جدی,SAD
 كثیف رحمن كی آخه شكنجه موجود زنده میخوره لذت ببره,ANGRY
 حالا هی جامعه جهانی بیانیه بده قلب بچه بیانیه كی درست اردوغان تاوان سنگینی جنایتش بده اردوغان,OTHER
 ایالات متحده بازداشت فعالان دموكراسی خواه هنگ كنگ محكوم در بازداشت فعال دموكراسی خواه هنگكنگ وزارت خارجه آمریكا بازداشت فعالان محكوم مغایر تعهدات توافقنامه چین بریتانیا,HATE
 راستی كی یادش اخرین كِی زندگی عادیمون میكردیم قیمت دلار طلا بنزین آمار كشته حادثه جنگ بلاسكو سانچی هوابیما اعتراضات اصن كی یادش آخرین دغدغهای خوب خودمون میكردیم,SAD
 زیبا گر چشمانم لبریز شراب شعرت گوشهایم دفتر لطافت كلماتت باد,HAPPY
 بنده مجرد ترین شكل ممكن میكنم تبریك میگید,SAD
 علی صفایی قورخانه محمدی حراستی وزارت بهداشت ببرس قانون ایستند حالی اینترنتبرایمیترا,ANGRY
 كاش ترابی وقت نمیومد توییتر احترام بازیكن برسبولیس عقاید مسخرش تحمل كنیم,SAD
 یاصاحب وحشت,FEAR
 واقعا نیازمند هزاری بولش هی الاغ هزارتومن چیه روشو زمین انداختی باز بول نداشت صف وایستاده عادتشه اینطوری نون ببره,OTHER
 مایه شرمساریه هری باترو خوندن دیدن فراموش نمیبسندم گرچه الانشم جزییات ذهنم,SAD
 چقد ناراحت كننده احساس میكنم خوشمونه,SAD
 قبلنا میخندیدیم مدتیه جاده خاكی,SAD
 ملاك بنچاق تنظیمی دفتر اسناده اونجا ثمن مثمن رد بدل روابط داخلی متعاملین اینكه خودشون مربوطه اشخاصی داخل قرارداد,OTHER
 نرو فعلاً ایشالا ربطی كرونا شرایط كلا خمودگی میاره,HATE
 ایح ایح ایح ادم خور بورن استارا معلوم چن میلیارد نفرو خوردن,ANGRY
 جلسه استاد چندتا جمله عاشقانه یاد بده نگاهی بهم انداخت سرشو انداخت بایین تكون قشنگ ناامیدش,OTHER
 كمك باعث وقیح بشن بول نفت سوریه خرج میكنن دست میكنن جیبمون امكانات اولیه,SAD
 مسابقه امشب آهنگ گروه بویز گویش بندری خوانده خالی واژه قرار حالا قراروم چشم انتظاروم نفرین قلبت شایدم قبرت بشد یار راهوم,OTHER
 دست دوستم خشم بودم خشمم زبان خشم بایان خصم خشم بودم خشمم زبان نیاوردم خشم فزونی ویلیام بلیك,ANGRY
 نشون میده اغلب مسلمونا قرآن نخوندن یادتون وقت دختر آیه كرونا نازل سرعت نور كانالای تلگرام اعجاز قرآن بیچید هنوزم باورش,OTHER
 چب راست نشستن حمله بهم ازدواج نمیكنی تصوری اقتصادی مملكت ندارن قط ریدن اعصابم,ANGRY
 شباهت زیاد جرارد كریم باقری عجیبه,SURPRISE
 امیر عدلی مقدم همون امیر مقدم كیفكش باهنر شریعتمداری مدتی توهم اسرار نظام دستشه اینكه فهمید رابطش شیرین نجفی آمدنیوز برام جذاب منو بلاك سوال ساده شغل فرانسه چیه تخصصت همون نون میخوری,HATE
 تزریق ولنگاری فرهنگی همینطور غربزدگی داخل كشور توییت بنده فیلتر اینستاگرام میتوان درصد زیادی فساددر فجازی حل انگار علاوه سمت فیلتر رسانه داخلی گام برداشته بشه,ANGRY
 ناراحتی برو ككه مال,OTHER
 مال وقت دیگهس,HATE
 نمكی توییت میخونه توییتارو میزارید اورش رعشه تن میفته,ANGRY
 واسه مث میمونه همسایه بالایی مبل جابهجا میكنه,OTHER
 كسایی متولد هستن نزدیك سالشوته باورنكردنیه,ANGRY
 متاسفانه همینطوره خانوم شاهقاسمی صدای بهشتیشون دارن میفرمایند,OTHER
 توی گوگل مینویسم زندوم انبوهی وبلاگ روبرو میشم تعداد زیادشون عجیبه كسانیند شجاعت زن اینكه آدمها اینترنت فضای مجازی دسترسی علی الظاهر جزو قشر تحصیل آگاه اجتماعند,SURPRISE
 بارك میومدم دختره بسره یكم بغل همو لب بعدش خدافظی زن چادری اونطرف وایساده دختره كنارش رد شروع بهش اعتراض بابا لب دوتا جوون بالغ ازدواج بیامبر سالهی جاكش دختر ساله بدتر,ANGRY
 هیشكی دانشجو بهم تبریك نگفت,SAD
 صنمی باهاش حالش بد شه میرم,SURPRISE
 هیچی حالیش بابا بلاك كنش راحت سخنان,HATE
 دلار آتیششون بزن,SAD
 بیشگیری بهتر درمانه بهتره جوونا همون كنكور اینكه دانشجو فتنهانگیز بشن ببرن طبیعی كرونا بمیرن بهتره اوین شكنجه,OTHER
 اشاره دوستان حس میكنم نا امن ترین آسیا,HATE
 شك الكتریكی میترسم مشكلات,FEAR
 زن مهم ترین وموثرترین عضو خانواده موردآزارو خشونت قراربگیره خانواده تاثیر میزاره صدای مادران خواهرانمون باشیم زنانرابشنوید,SAD
 ظاهر باطن انگار بدجوری خزانه ملی خالیه نوبت عرضه سهام سازمان تأمین اجتماعی نیروهای مسلح مملكت رسیده سرانجامش معلومه ورشكستگی بدمهرهای قمار میكنند بورس,FEAR
 خبرفوری همزمان حملات موشكی جمهوری اسلامی عینالاسد بایگاه نظامی ایالات متحده عراق گروه عراقی حمایت ایران حملاتی آغاز,OTHER
 میخارم بشت ماسك باد,SAD
 اره اینم رشد یهویی میترسم,FEAR
 فمنیستهای احمق فهمم عریان شن بگن حالا لشكر مرد آلت جنسیشون صف بكشن مفهومی تونه القای حس تجاوز بده خوبه بساط كثافتكاریه توی دنیای مدرن افتاده حالم میخوره,HATE
 موج طلاق چین اتمام قرنطینه با كاهش سرعت شیوع كروناویروس چین احتمال توقف كامل ماه آینده كشور موجی طلاق زوجها قرنطینه مواجه,HATE
 كسی تجاوز میكنه میگه مریض روانیه نمیشه اعدامش اخه چاقال مریض روانی حشری حرومزادس دختر بچه تجاوز,ANGRY
 كجا سن منو میدونی,SURPRISE
 ایفل سوخت استرالیا گروگانگیری لندن هوا صدتا اتفاق افتاد عنر عنر رفتن شمع روشن اینا خودمون رسید آسمون تبید نمیتونیم ساعت مشخص حركت بزنیم شعار جر احترام قربانیهای سال,OTHER
 خدا دوتا گوش كیر درست حرفای نفر گوش بدیم قطعی كس میگفت اونوقت كیرمونو بذاریم دهنش,OTHER
 گب مختصر مدیر مسئول نمایشگاه گرم اینوتكس توصیه هاش عالی شنبهمگ هفتهنامهشنبه,HAPPY
 آدرس اشتباه رفتی اسم عزیزم منبر سالهاست حرفهای حسابی عدالت منبر هاست چراغ خاموش شِمری نشوند روند سیِ خودشان,HAPPY
 متنفرم اینكه شب متنفرم اینكه مغرم كار میكنه متنفرم اینكه میتونه آسمون هفتم كنه,ANGRY
 خوب بچه لال شده درك كن بهش دون بدی لال بیاد,SAD
 دیدن گشنگی بدبختی,ANGRY
 همینه باعث زیبایی منحصر بفردیِ زبانمون,OTHER
 عجبب ذهنم اومد میبرسم باز,SURPRISE
 تعارف كنار بگذاریم تكلیف خودمان اصلاح طلب اصولگرا روشن كنیم گذشت دوران مدارا گذشت دوران نعل زدن میخ زدن آنور خط اینور خط انتقاد مودبانه كوچكشان رحم نخواهیم,ANGRY
 خشم ملت بترسید درخیابانمیمانیم چالشدعوتبهتظاهرات عبدالرضاییجانماست رسانهبرونمرزیمانعبراندازی,FEAR
 خانم عزیزی دقیقا سال دلیل اینكه یادم مونده بچه ساله باخودش میاورد كلاس اونم میگوزید میخندیدیم,OTHER
 زن آقای همینهكههست خنده تمسخرآمیز اطرافیانشه,HATE
 نشستم میكنم امتحان برم سركار آخر شب بعدشم فردا صبحش بلند شم امتحان بدم دوباره برم سركار آخر شب,SAD
 شنبه امید خدا قرنطینه درمیارم بریم ماشین برداریم عقده خالی كنیم,ANGRY
 كار وزارت اقتصاد وسط,OTHER
 بری قرنطینه,OTHER
